Misc,playerID,birthYear,birthCountry,birthCity,deathYear,deathCountry,deathCity,nameFirst,nameLast,Birthplace,geoname_id,continent_code,country_iso_code,country_name,city_name,registered_country_geoname_id,latitude,longitude
15772,duboija01,1979,United States,Virginia Beach,,,,Jason,Dubois,United States Virginia Beach,4791259,,US,United States,Virginia Beach,6252001,36.8366,-76.1624
15773,duboser01,1976,United States,Bradenton,,,,Eric,DuBose,United States Bradenton,4148708,,US,United States,Bradenton,6252001,27.4843,-82.5813
15775,duceyro01,1965,Canada,Toronto,,,,Rob,Ducey,Canada Toronto,6167865,,CA,Canada,Toronto,2750405,43.6215,-79.392
15776,duchsju01,1977,United States,Aberdeen,,,,Justin,Duchscherer,United States Aberdeen,4346913,,US,United States,Aberdeen,6252001,39.5109,-76.1805
15782,duckwbr01,1976,United States,Salt Lake City,,,,Brandon,Duckworth,United States Salt Lake City,5780993,,US,United States,Salt Lake City,6252001,40.7311,-111.8565
15783,duckwji01,1939,United States,National City,,,,Jim,Duckworth,United States National City,5376200,,US,United States,National City,6252001,32.6749,-117.0897
15784,dudalu01,1986,United States,Los Angeles,,,,Lucas,Duda,United States Los Angeles,5368361,,US,United States,Los Angeles,597427,34.0544,-118.244
15785,dudlecl01,1903,United States,Graham,1989,USA,Moncks Corner,Clise,Dudley,United States Graham,4293090,,US,United States,Graham,6252001,37.2467,-87.2976
15790,dudrajo01,1916,United States,Assumption,1965,USA,Pana,John,Dudra,United States Assumption,4232987,,US,United States,Assumption,6252001,39.5095,-89.0398
15791,duensbr01,1983,United States,Marysville,,,,Brian,Duensing,United States Marysville,4275144,,US,United States,Marysville,6252001,39.8428,-96.6422
15797,duesha01,1954,United States,La Marque,,,,Hal,Dues,United States La Marque,4704027,,US,United States,La Marque,6252001,29.3676,-94.9742
15799,duffech01,1866,United States,Mobile,1894,USA,Mobile,Charlie,Duffee,United States Mobile,4076598,,US,United States,Mobile,6252001,30.6605,-88.1618
15800,duffety01,1990,United States,Houston,,,,Tyler,Duffey,United States Houston,4430529,,US,United States,Houston,6252001,33.9026,-88.967
15803,duffijo01,1945,United States,Greenwood,2018,USA,Douglas,John,Duffie,United States Greenwood,4113143,,US,United States,Greenwood,6252001,35.1955,-94.253
15816,duffma01,1974,United States,Clarksdale,,,,Matt,Duff,United States Clarksdale,4421935,,US,United States,Clarksdale,6252001,34.256,-90.6348
15817,duffpa01,1875,United States,Providence,1925,USA,Providence,Pat,Duff,United States Providence,4305295,,US,United States,Providence,6252001,37.405,-87.7505
15822,duffych01,1980,United States,Brattleboro,,,,Chris,Duffy,United States Brattleboro,5234141,,US,United States,Brattleboro,6252001,42.8574,-72.5933
15823,duffyda01,1988,United States,Goleta,,,,Danny,Duffy,United States Goleta,5352963,,US,United States,Goleta,6252001,34.4265,-119.8631
15824,duffyfr01,1946,United States,Oakland,,,,Frank,Duffy,United States Oakland,4166628,,US,United States,Oakland,6252001,28.5547,-81.6322
15835,duffyhu01,1866,United States,Cranston,1954,USA,Boston,Hugh,Duffy,United States Cranston,5221659,,US,United States,Cranston,6252001,41.7689,-71.4758
15836,duffyma01,1991,United States,Long Beach,,,,Matt,Duffy,United States Long Beach,4434069,,US,United States,Long Beach,6252001,30.3598,-89.1646
15840,duffyma02,1989,United States,Boston,,,,Matt,Duffy,United States Boston,4285208,,US,United States,Boston,6252001,37.7408,-85.5948
15843,duganbi01,1862,United States,Brooklyn,1906,USA,Brooklyn,Bill,Dugan,United States Brooklyn,4349594,,US,United States,Brooklyn,6252001,39.2259,-76.6153
15849,duganda01,1907,United States,Plainfield,1968,USA,Green Brook,Dan,Dugan,United States Plainfield,4263108,,US,United States,Plainfield,6252001,39.6916,-86.3911
15855,duganed01,1865,United States,Brooklyn,1895,USA,Brooklyn,Ed,Dugan,United States Brooklyn,4349594,,US,United States,Brooklyn,6252001,39.2259,-76.6153
15863,dugdada01,1864,United States,Peoria,1934,USA,Seattle,Dan,Dugdale,United States Peoria,4905687,,US,United States,Peoria,6252001,40.7661,-89.645
15865,dugeyos01,1887,United States,Palestine,1966,USA,Dallas,Oscar,Dugey,United States Palestine,4246560,,US,United States,Palestine,6252001,39.0028,-87.6157
15867,duggaji01,1885,United States,Whiteland,1951,USA,Indianapolis,Jim,Duggan,United States Whiteland,4266960,,US,United States,Whiteland,6252001,39.5611,-86.0723
15868,duggast01,1993,United States,Spartanburg,,,,Steven,Duggar,United States Spartanburg,4597200,,US,United States,Spartanburg,6252001,34.8939,-81.834
15869,dugglbi01,1874,United States,Utica,1944,USA,Redfield,Bill,Duggleby,United States Utica,4311915,,US,United States,Utica,6252001,37.6206,-87.0591
15874,dukema01,1867,United States,Zanesville,1898,USA,Minneapolis,Martin,Duke,United States Zanesville,4528923,,US,United States,Zanesville,6252001,39.9275,-82.0032
15876,dukesel01,1984,United States,Homestead,,,,Elijah,Dukes,United States Homestead,4159050,,US,United States,Homestead,6252001,25.5333,-80.3973
15879,dukesja01,1945,United States,Cheyenne,,,,Jan,Dukes,United States Cheyenne,5821086,,US,United States,Cheyenne,6252001,41.1034,-104.9059
15880,dukesto01,1942,United States,Knoxville,,,,Tom,Dukes,United States Knoxville,4634946,,US,United States,Knoxville,6252001,35.9556,-83.9336
15883,dukeza01,1983,United States,Clifton,,,,Zach,Duke,United States Clifton,4269723,,US,United States,Clifton,6252001,39.6201,-97.2611
15891,dullry01,1989,United States,Winston-Salem,,,,Ryan,Dull,United States Winston-Salem,4499612,,US,United States,Winston-Salem,6252001,36.0682,-80.2928
15892,dumatph01,1981,United States,Bakersfield,,,,Phil,Dumatrait,United States Bakersfield,5325738,,US,United States,Bakersfield,6252001,35.3863,-119.17
15893,dumonge01,1895,United States,Minneapolis,1956,USA,Minneapolis,George,Dumont,United States Minneapolis,4275586,,US,United States,Minneapolis,6252001,39.1295,-97.6688
15895,dumouda01,1953,United States,Kokomo,,,,Dan,Dumoulin,United States Kokomo,4922388,,US,United States,Kokomo,6252001,40.5025,-86.1462
15896,dumovni01,1902,United States,Sacramento,1979,USA,Laguna Hills,Nick,Dumovich,United States Sacramento,4307057,,US,United States,Sacramento,6252001,37.4177,-87.2736
15898,dunbama01,1968,United States,Tallahassee,,,,Matt,Dunbar,United States Tallahassee,4174715,,US,United States,Tallahassee,6252001,30.4156,-84.187
15899,dunbato01,1959,United States,Graniteville,2011,USA,Aiken,Tom,Dunbar,United States Graniteville,4580265,,US,United States,Graniteville,6252001,33.563,-81.8147
15900,duncach01,1981,United States,Tucson,,,,Chris,Duncan,United States Tucson,5318313,,US,United States,Tucson,6252001,32.2519,-110.82
15901,duncaco01,1974,United States,Mobile,,,,Courtney,Duncan,United States Mobile,4076598,,US,United States,Mobile,6252001,30.6605,-88.1618
15902,duncada01,1945,United States,Dallas,,,,Dave,Duncan,United States Dallas,4190598,,US,United States,Dallas,6252001,33.8992,-84.8572
15908,duncaje01,1978,United States,Harvey,,,,Jeff,Duncan,United States Harvey,4327047,,US,United States,Harvey,6252001,29.8725,-90.0673
15911,duncaji01,1871,United States,Saltsburg,1901,USA,Foxburg,Jim,Duncan,United States Saltsburg,5210732,,US,United States,Saltsburg,6252001,40.5429,-79.3978
15913,duncapa01,1893,United States,Coalton,1960,USA,Jackson,Pat,Duncan,United States Coalton,4509056,,US,United States,Coalton,6252001,39.1137,-82.6113
15915,duncash01,1979,United States,Tucson,,,,Shelley,Duncan,United States Tucson,5318313,,US,United States,Tucson,6252001,32.2519,-110.82
15916,duncata01,1953,United States,Memphis,2004,USA,Asheville,Taylor,Duncan,United States Memphis,4261256,,US,United States,Memphis,6252001,38.4642,-85.7775
15922,duncave01,1890,United States,Clayton,1954,USA,Daytona Beach,Vern,Duncan,United States Clayton,4055696,,US,United States,Clayton,6252001,31.8874,-85.4509
15934,dundoed01,1859,United States,Columbus,1893,USA,Columbus,Ed,Dundon,United States Columbus,4188985,,US,United States,Columbus,6252001,32.473,-84.9795
15945,dundogu01,1874,United States,Columbus,1940,USA,Pittsburgh,Gus,Dundon,United States Columbus,4188985,,US,United States,Columbus,6252001,32.473,-84.9795
15956,dunegji01,1947,United States,Burlington,2014,USA,Iowa City,Jim,Dunegan,United States Burlington,4268854,,US,United States,Burlington,6252001,38.2363,-95.7336
15970,dungasa01,1866,United States,Ferndale,1939,USA,Santa Ana,Sam,Dungan,United States Ferndale,4992635,,US,United States,Ferndale,6252001,42.4586,-83.1363
15973,dunhale01,1902,United States,Atlanta,1961,USA,Atlanta,Lee,Dunham,United States Atlanta,4180439,,US,United States,Atlanta,6252001,33.9707,-84.3247
15981,dunhawi01,1877,United States,Piketon,1934,USA,Cleveland,Wiley,Dunham,United States Piketon,4521268,,US,United States,Piketon,6252001,39.0437,-83.121
15982,dunklda01,1872,United States,Phillipsburg,1941,USA,Lock Haven,Davey,Dunkle,United States Phillipsburg,4277177,,US,United States,Phillipsburg,6252001,39.7623,-99.3328
15984,dunlabi01,1909,United States,Palmer,1980,USA,Reading,Bill,Dunlap,United States Palmer,4246580,,US,United States,Palmer,6252001,39.4699,-89.3733
15990,dunlafr01,1859,United States,Philadelphia,1902,USA,Philadelphia,Fred,Dunlap,United States Philadelphia,4440906,,US,United States,Philadelphia,6252001,32.7572,-89.1154
15994,dunlagr01,1923,United States,Stockton,2014,USA,Vista,Grant,Dunlap,United States Stockton,4048488,,US,United States,Stockton,6252001,39.4376,-99.2871
15999,dunleja01,1879,United States,Harrison,1944,USA,South Norwalk,Jack,Dunleavy,United States Harrison,4113956,,US,United States,Harrison,6252001,36.2417,-93.1062
16008,dunloge01,1888,United States,Meriden,1971,USA,Meriden,George,Dunlop,United States Meriden,4275385,,US,United States,Meriden,6252001,39.2038,-95.5476
16011,dunnad01,1979,United States,Houston,,,,Adam,Dunn,United States Houston,4430529,,US,United States,Houston,6252001,33.9026,-88.967
16014,dunnemi01,1962,United States,South Bend,,,,Mike,Dunne,United States South Bend,4926563,,US,United States,South Bend,6252001,41.6741,-86.2104
16015,dunnian01,1871,United States,New York,1952,USA,New York,Andy,Dunning,United States New York,5128581,,US,United States,New York,798549,40.7157,-74
16016,dunnija01,1988,United States,Fort Stewart,,,,Jake,Dunning,United States Fort Stewart,7259778,,US,United States,Fort Stewart,6252001,31.8701,-81.6318
16017,dunnist01,1949,United States,Denver,,,,Steve,Dunning,United States Denver,4463523,,US,United States,Denver,6252001,35.4837,-80.9898
16021,dunnja01,1872,United States,Meadville,1928,USA,Towson,Jack,Dunn,United States Meadville,4397929,,US,United States,Meadville,6252001,39.7795,-93.3014
16024,dunnji01,1931,United States,Valdosta,1999,USA,Gadsden,Jim,Dunn,United States Valdosta,4228147,,US,United States,Valdosta,6252001,30.946,-83.2474
16025,dunnjo01,1885,United States,Springfield,1944,USA,Springfield,Joe,Dunn,United States Springfield,4224162,,US,United States,Springfield,6252001,32.3697,-81.3618
16043,dunnmi01,1985,United States,Farmington,,,,Mike,Dunn,United States Farmington,4110443,,US,United States,Farmington,6252001,36.0436,-94.2539
16056,dunnro01,1950,United States,Oklahoma City,,,,Ron,Dunn,United States Oklahoma City,4544349,,US,United States,Oklahoma City,2921044,35.5144,-97.5865
16057,dunnsc01,1978,United States,San Antonio,,,,Scott,Dunn,United States San Antonio,4171771,,US,United States,San Antonio,6252001,28.3371,-82.2882
16059,dunnst01,1858,Canada,London,1933,CAN,London,Steve,Dunn,Canada London,6058560,,CA,Canada,London,6252001,42.9835,-81.2386
16060,dunnst02,1970,United States,Champaign,,,,Steve,Dunn,United States Champaign,4887158,,US,United States,Champaign,6252001,40.1016,-88.2822
16061,dunnto01,1970,United States,Tulsa,,,,Todd,Dunn,United States Tulsa,4553433,,US,United States,Tulsa,6252001,36.1462,-95.9085
16062,dunstsh01,1963,United States,Brooklyn,,,,Shawon,Dunston,United States Brooklyn,4349594,,US,United States,Brooklyn,6252001,39.2259,-76.6153
16068,dunwoto01,1975,United States,Lafayette,,,,Todd,Dunwoody,United States Lafayette,4071267,,US,United States,Lafayette,6252001,32.9252,-85.4426
16076,dupeefr01,1877,United States,Monkton,1956,USA,West Falmouth,Frank,Dupee,United States Monkton,4362658,,US,United States,Monkton,6252001,39.5662,-76.5979
16077,dupremi01,1953,United States,Kansas City,,,,Mike,Dupree,United States Kansas City,4273837,,US,United States,Kansas City,6252001,39.0661,-94.6288
16079,duranda01,1954,United States,Palo Alto,,,,Dan,Duran,United States Palo Alto,5380748,,US,United States,Palo Alto,6252001,37.4651,-122.143
16082,duranmi01,1969,United States,Columbus,,,,Mike,Durant,United States Columbus,4188985,,US,United States,Columbus,6252001,32.473,-84.9795
16094,durazer01,1974,Mexico,Hermosillo,,,,Erubiel,Durazo,Mexico Hermosillo,4004898,,MX,Mexico,Hermosillo,3996063,29.0982,-110.9747
16095,durbich01,1977,United States,Spring Valley,,,,Chad,Durbin,United States Spring Valley,4525289,,US,United States,Spring Valley,6252001,39.6083,-84.026
16101,durbijd01,1982,United States,Portland,,,,J. D.,Durbin,United States Portland,4650946,,US,United States,Portland,6252001,36.5673,-86.5059
16110,durbiki01,1886,United States,Lamar,1943,USA,Kirkwood,Kid,Durbin,United States Lamar,4118223,,US,United States,Lamar,6252001,35.4349,-93.3552
16116,durenry01,1929,United States,Cazenovia,2011,USA,Lake Wales,Ryne,Duren,United States Cazenovia,5111886,,US,United States,Cazenovia,6252001,42.938,-75.8392
16117,durhabu01,1877,United States,New Oxford,1960,USA,Bentley,Bull,Durham,United States New Oxford,4559983,,US,United States,New Oxford,6252001,39.8775,-77.0643
16119,durhaed01,1907,United States,Chester,1976,USA,Chester,Ed,Durham,United States Chester,4235724,,US,United States,Chester,6252001,37.9188,-89.8218
16134,durhajo02,1931,United States,Newport News,2016,USA,Randallstown,Joe,Durham,United States Newport News,4776024,,US,United States,Newport News,6252001,37.11,-76.5115
16135,durhale01,1957,United States,Cincinnati,,,,Leon,Durham,United States Cincinnati,4508722,,US,United States,Cincinnati,6252001,39.2663,-84.5221
16137,durhara01,1971,United States,Charlotte,,,,Ray,Durham,United States Charlotte,4460243,,US,United States,Charlotte,6252001,35.2227,-80.7938
16142,durnbbo01,1933,United States,Dayton,,,,Bobby,Durnbaugh,United States Dayton,4289629,,US,United States,Dayton,6252001,39.1114,-84.4712
16154,durnige01,1898,United States,Philadelphia,1986,USA,Tampa,George,Durning,United States Philadelphia,4440906,,US,United States,Philadelphia,6252001,32.7572,-89.1154
16158,durniri01,1892,United States,Louisville,1948,USA,Castle Point,Rich,Durning,United States Louisville,4073771,,US,United States,Louisville,6252001,31.7943,-85.5581
16166,durocja01,1974,United States,Hartford,,,,Jayson,Durocher,United States Hartford,4066437,,US,United States,Hartford,6252001,31.086,-85.7192
16171,durocle01,1905,United States,West Springfield,1991,USA,Palm Springs,Leo,Durocher,United States West Springfield,4955089,,US,United States,West Springfield,6252001,42.1151,-72.6411
16172,durrere01,1921,United States,Sherman,1992,USA,Waxahachie,Red,Durrett,United States Sherman,4249885,,US,United States,Sherman,6252001,39.9121,-89.5877
16177,durritr01,1975,Australia,Sydney,,,,Trent,Durrington,Australia Sydney,2147714,OC,AU,Australia,Sydney,2077456,-33.8591,151.2002
16178,durstce01,1896,United States,Austin,1971,USA,San Diego,Cedric,Durst,United States Austin,4099974,,US,United States,Austin,6252001,34.9921,-91.9798
16183,duryeje01,1859,United States,Osage,1942,USA,Algona,Jesse,Duryea,United States Osage,4870184,,US,United States,Osage,6252001,43.2872,-92.8144
16185,dusaker01,1920,United States,Chicago,1994,USA,Glendale Heights,Erv,Dusak,United States Chicago,4887398,,US,United States,Chicago,6252001,41.8777,-87.6376
16186,duserca01,1932,United States,Hazleton,,,,Carl,Duser,United States Hazleton,5193011,,US,United States,Hazleton,6252001,40.9485,-75.9565
16187,dustabo01,1935,United States,Sayreville,2015,USA,Lakeland,Bob,Dustal,United States Sayreville,5104404,,US,United States,Sayreville,6252001,40.46,-74.3478
16188,duvalad01,1988,United States,Louisville,,,,Adam,Duvall,United States Louisville,4073771,,US,United States,Louisville,6252001,31.7943,-85.5581
16196,duvalmi01,1974,United States,Warrenton,,,,Mike,Duvall,United States Warrenton,4229517,,US,United States,Warrenton,6252001,33.4091,-82.6357
16201,duzenbi01,1870,United States,Buffalo,1944,USA,Buffalo,Bill,Duzen,United States Buffalo,4234762,,US,United States,Buffalo,6252001,39.8499,-89.3879
16210,dwighal01,1856,United States,New York,1903,USA,San Francisco,Al,Dwight,United States New York,5128581,,US,United States,New York,798549,40.7157,-74
16211,dwyerch01,1988,United States,Boston,,,,Chris,Dwyer,United States Boston,4285208,,US,United States,Boston,6252001,37.7408,-85.5948
16214,dwyerdo01,1903,United States,Orange,1992,USA,Glen Ridge,Joe,Dwyer,United States Orange,4716805,,US,United States,Orange,6252001,30.0709,-93.8659
16220,dwyerfr01,1868,United States,Lee,1943,USA,Pittsfield,Frank,Dwyer,United States Lee,4161739,,US,United States,Lee,6252001,30.3979,-83.2844
16223,dwyerji01,1950,United States,Evergreen Park,,,,Jim,Dwyer,United States Evergreen Park,4891431,,US,United States,Evergreen Park,6252001,41.722,-87.7024
16224,dwyerjo01,,United States,Lisbon,,,,John,Dwyer,United States Lisbon,4864990,,US,United States,Lisbon,6252001,41.9212,-91.3861
16229,dybzije01,1955,United States,Cleveland,,,,Jerry,Dybzinski,United States Cleveland,4055815,,US,United States,Cleveland,6252001,33.9778,-86.5598
16243,dyckji01,1922,United States,Omaha,1999,USA,Cheney,Jim,Dyck,United States Omaha,4124911,,US,United States,Omaha,6252001,36.4612,-93.1888
16245,dyeje01,1974,United States,Oakland,,,,Jermaine,Dye,United States Oakland,4166628,,US,United States,Oakland,6252001,28.5547,-81.6322
16256,dyerbe01,1893,United States,Chicago,1959,USA,Kenosha,Ben,Dyer,United States Chicago,4887398,,US,United States,Chicago,6252001,41.8777,-87.6376
16257,dyerdu01,1945,United States,Dayton,,,,Duffy,Dyer,United States Dayton,4289629,,US,United States,Dayton,6252001,39.1114,-84.4712
16269,dyered01,1899,United States,Morgan City,1964,USA,Houston,Eddie,Dyer,United States Morgan City,4333811,,US,United States,Morgan City,6252001,29.6977,-91.2654
16270,dyermi01,1966,United States,Upland,,,,Mike,Dyer,United States Upland,4927510,,US,United States,Upland,6252001,40.4548,-85.499
16272,dygerji01,1884,United States,Utica,1936,USA,New Orleans,Jimmy,Dygert,United States Utica,4311915,,US,United States,Utica,6252001,37.6206,-87.0591
16277,dykesji01,1896,United States,Philadelphia,1976,USA,Philadelphia,Jimmy,Dykes,United States Philadelphia,4440906,,US,United States,Philadelphia,6252001,32.7572,-89.1154
16282,dykstal01,1987,United States,San Diego,,,,Allan,Dykstra,United States San Diego,5391811,,US,United States,San Diego,6252001,32.7097,-117.1228
16283,dykstle01,1963,United States,Santa Ana,,,,Lenny,Dykstra,United States Santa Ana,5392900,,US,United States,Santa Ana,6252001,33.7568,-117.7938
16284,dylerjo01,1852,United States,Louisville,1916,USA,Fort Myers,John,Dyler,United States Louisville,4073771,,US,United States,Louisville,6252001,31.7943,-85.5581
16292,dysonja01,1984,United States,McComb,,,,Jarrod,Dyson,United States McComb,4435318,,US,United States,McComb,6252001,31.1769,-90.4016
16293,dysonsa01,1988,United States,Tampa,,,,Sam,Dyson,United States Tampa,4174757,,US,United States,Tampa,6252001,27.959,-82.4938
16295,eaddydo01,1934,United States,Grand Rapids,2008,USA,Laconia,Don,Eaddy,United States Grand Rapids,4994358,,US,United States,Grand Rapids,6252001,43.0213,-85.6064
16298,eaganbi01,1869,United States,Camden,1905,USA,Denver,Bill,Eagan,United States Camden,4053200,,US,United States,Camden,6252001,32.0047,-87.295
16308,eagantr01,1877,United States,San Francisco,1949,USA,San Francisco,Truck,Eagan,United States San Francisco,5391959,,US,United States,San Francisco,2017370,37.7751,-122.4193
16309,eaglebi01,1877,United States,Rockville,1951,USA,Churchton,Bill,Eagle,United States Rockville,4263850,,US,United States,Rockville,6252001,39.7682,-87.1978
16313,eaklech01,1887,United States,Baltimore,1959,USA,Baltimore,Charlie,Eakle,United States Baltimore,4347778,,US,United States,Baltimore,6252001,39.287,-76.6476
16315,earlear01,1933,United States,Lincoln Park,1999,USA,Flint,Arnold,Earley,United States Lincoln Park,4999311,,US,United States,Lincoln Park,6252001,42.2422,-83.1807
16317,earlebi01,1867,United States,Philadelphia,1946,USA,Omaha,Billy,Earle,United States Philadelphia,4440906,,US,United States,Philadelphia,6252001,32.7572,-89.1154
16321,earlebi02,1956,United States,Cincinnati,,,,Bill,Earley,United States Cincinnati,4508722,,US,United States,Cincinnati,6252001,39.2663,-84.5221
16323,earleto01,1917,United States,Boston,1988,USA,Nantucket,Tom,Earley,United States Boston,4285208,,US,United States,Boston,6252001,37.7408,-85.5948
16326,earlho01,1867,United States,Palmyra,1916,USA,North Bay,Howard,Earl,United States Palmyra,4262746,,US,United States,Palmyra,6252001,38.4105,-86.0888
16335,earlsc01,1960,United States,Seymour,,,,Scott,Earl,United States Seymour,4264617,,US,United States,Seymour,6252001,38.9571,-85.8825
16342,earlyja01,1915,United States,Kings Mountain,1985,USA,Melbourne,Jake,Early,United States Kings Mountain,4474388,,US,United States,Kings Mountain,6252001,35.2516,-81.3806
16343,earnsge01,1900,United States,New York,1976,USA,Little Rock,George,Earnshaw,United States New York,5128581,,US,United States,New York,798549,40.7157,-74
16344,easleda01,1969,United States,New York,,,,Damion,Easley,United States New York,5128581,,US,United States,New York,798549,40.7157,-74
16345,easleed01,1985,United States,Memphis,,,,Ed,Easley,United States Memphis,4261256,,US,United States,Memphis,6252001,38.4642,-85.7775
16351,easlelo01,1961,United States,Salt Lake City,,,,Logan,Easley,United States Salt Lake City,5780993,,US,United States,Salt Lake City,6252001,40.7311,-111.8565
16352,easlemi01,1950,United States,Cleveland,,,,Mike,Easler,United States Cleveland,4055815,,US,United States,Cleveland,6252001,33.9778,-86.5598
16366,easonma01,1879,United States,Brookville,1970,USA,Douglas,Mal,Eason,United States Brookville,4254999,,US,United States,Brookville,6252001,39.4213,-84.9994
16369,eastca01,1894,United States,Marietta,1953,USA,Whitesburg,Carl,East,United States Marietta,4207783,,US,United States,Marietta,6252001,34.0414,-84.5053
16376,eastehe01,1864,United States,Philadelphia,1895,USA,Philadelphia,Henry,Easterday,United States Philadelphia,4440906,,US,United States,Philadelphia,6252001,32.7572,-89.1154
16380,easteja01,1953,United States,Houston,,,,Jamie,Easterly,United States Houston,4430529,,US,United States,Houston,6252001,33.9026,-88.967
16383,eastelu01,1915,United States,Jonestown,1979,USA,Euclid,Luke,Easter,United States Jonestown,5195606,,US,United States,Jonestown,6252001,40.4361,-76.5038
16384,eastepa01,1905,United States,Reidsville,1993,USA,Reidsville,Paul,Easterling,United States Reidsville,4218414,,US,United States,Reidsville,6252001,32.0548,-82.1478
16386,eastero01,1915,United States,Waxahachie,1984,USA,Graham,Roy,Easterwood,United States Waxahachie,4740328,,US,United States,Waxahachie,6252001,32.3816,-96.8322
16387,eastete01,1885,United States,Lincoln,1951,USA,Clearlake Highlands,Ted,Easterly,United States Lincoln,4072767,,US,United States,Lincoln,6252001,33.6059,-86.1112
16402,eastha01,1862,United States,Decatur,1905,USA,St. Louis,Harry,East,United States Decatur,4058553,,US,United States,Decatur,6252001,34.5896,-86.9887
16412,easthu01,1919,United States,Birmingham,1981,USA,Charleston,Hugh,East,United States Birmingham,4049979,,US,United States,Birmingham,6252001,33.513,-86.7372
16414,eastoja01,1865,United States,Bridgeport,1903,USA,Steubenville,Jack,Easton,United States Bridgeport,4234416,,US,United States,Bridgeport,6252001,38.7067,-87.7657
16423,eastojo01,1933,United States,Trenton,2001,USA,Princeton,John,Easton,United States Trenton,4175637,,US,United States,Trenton,6252001,29.6133,-82.8176
16436,eastwra01,1950,United States,Camden,,,,Rawly,Eastwick,United States Camden,4053200,,US,United States,Camden,6252001,32.0047,-87.295
16446,eatonad01,1977,United States,Seattle,,,,Adam,Eaton,United States Seattle,5809844,,US,United States,Seattle,3077311,47.4902,-122.3004
16447,eatonad02,1988,United States,Springfield,,,,Adam,Eaton,United States Springfield,4224162,,US,United States,Springfield,6252001,32.3697,-81.3618
16465,eatoncr01,1954,United States,Cincinnati,,,,Craig,Eaton,United States Cincinnati,4508722,,US,United States,Cincinnati,6252001,39.2663,-84.5221
16467,eatonze01,1920,United States,Cooleemee,1989,USA,West Palm Beach,Zeb,Eaton,United States Cooleemee,4461771,,US,United States,Cooleemee,6252001,35.8104,-80.5559
16468,eavega01,1963,United States,Monroe,,,,Gary,Eave,United States Monroe,4209884,,US,United States,Monroe,6252001,33.8386,-83.7104
16480,eavesva01,1911,United States,Allen,1960,USA,Norman,Vallie,Eaves,United States Allen,4529244,,US,United States,Allen,6252001,34.8691,-96.4151
16485,eayrsed01,1890,United States,Blackstone,1969,USA,Warwick,Eddie,Eayrs,United States Blackstone,4747839,,US,United States,Blackstone,6252001,37.0916,-77.9851
16487,ebbetch99,1859,United States,New York,1925,USA,New York,Charlie,Ebbets,United States New York,5128581,,US,United States,New York,798549,40.7157,-74
16488,ebertde01,1976,United States,Anaheim,,,,Derrin,Ebert,United States Anaheim,5323810,,US,United States,Anaheim,6252001,33.8055,-117.9223
16490,eccleha01,1893,United States,Kennedy,1955,USA,Jamestown,Harry,Eccles,United States Kennedy,4070649,,US,United States,Kennedy,6252001,33.6153,-87.9948
16492,echevan01,1971,United States,Bridgeport,,,,Angel,Echevarria,United States Bridgeport,4234416,,US,United States,Bridgeport,6252001,38.7067,-87.7657
16501,echoljo01,1917,United States,Atlanta,1972,USA,Atlanta,Johnny,Echols,United States Atlanta,4180439,,US,United States,Atlanta,6252001,33.9707,-84.3247
16509,eckener01,1976,United States,Waukegan,,,,Eric,Eckenstahler,United States Waukegan,4915734,,US,United States,Waukegan,6252001,42.354,-87.8675
16510,eckeral01,1906,United States,Milwaukee,1974,USA,Milwaukee,Al,Eckert,United States Milwaukee,5263045,,US,United States,Milwaukee,6252001,43.0503,-88.045
16511,eckerch01,1897,United States,Philadelphia,1986,USA,Trevose,Charlie,Eckert,United States Philadelphia,4440906,,US,United States,Philadelphia,6252001,32.7572,-89.1154
16515,eckerde01,1954,United States,Oakland,,,,Dennis,Eckersley,United States Oakland,4166628,,US,United States,Oakland,6252001,28.5547,-81.6322
16526,eckhaox01,1901,United States,Yorktown,1951,USA,Yorktown,Ox,Eckhardt,United States Yorktown,4046946,,US,United States,Yorktown,6252001,37.1256,-76.4469
16529,eckstda01,1975,United States,Sanford,,,,David,Eckstein,United States Sanford,4172086,,US,United States,Sanford,6252001,28.8072,-81.2502
16533,eddych01,1969,United States,Dallas,,,,Chris,Eddy,United States Dallas,4190598,,US,United States,Dallas,6252001,33.8992,-84.8572
16539,eddydo01,1946,United States,Mason City,2018,USA,Rockwell,Don,Eddy,United States Mason City,4866445,,US,United States,Mason City,6252001,43.1499,-93.1954
16541,eddyst01,1957,United States,Stirling,,,,Steve,Eddy,United States Stirling,5105044,,US,United States,Stirling,6252001,40.6774,-74.4968
16543,edelejo01,1955,United States,Durant,,,,Joe,Edelen,United States Durant,4424956,,US,United States,Durant,6252001,33.0828,-89.8612
16545,edelmjo01,1935,United States,Philadelphia,,,,John,Edelman,United States Philadelphia,4440906,,US,United States,Philadelphia,6252001,32.7572,-89.1154
16549,edench01,1855,United States,Lexington,1920,USA,Cincinnati,Charlie,Eden,United States Lexington,4072339,,US,United States,Lexington,6252001,34.9559,-87.3935
16565,edenfke01,1967,United States,Jesup,,,,Ken,Edenfield,United States Jesup,4202810,,US,United States,Jesup,6252001,31.5782,-81.8802
16567,edensto01,1961,United States,Ontario,,,,Tom,Edens,United States Ontario,5129887,,US,United States,Ontario,6252001,43.2291,-77.3088
16571,edgebu01,1956,United States,Houston,,,,Butch,Edge,United States Houston,4430529,,US,United States,Houston,6252001,33.9026,-88.967
